AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHomeCategory,Education,EducationField,EmployeeEngagementScore,EmployeeId,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceSatisfactionIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Millennials,1,Travel_Frequently,534,Research & Development,Medium Distance,Bachelor,Life Sciences,Better,1333,Senior,Male,66,Senior Supervisor,Healthcare Representative,Married,9824,22908,3,No,12,Low,0,2,0,0,0
Millennials,0,Travel_Rarely,1343,Research & Development,Long Distance,Below College,Medical,Good,1334,Junior,Female,53,Staff,Research Scientist,Single,2559,17852,1,No,11,Medium,0,3,5,1,1
Gen Z,0,Travel_Rarely,1377,Research & Development,Medium Distance,Below College,Life Sciences,Better,1335,Junior,Male,91,Staff,Laboratory Technician,Married,2099,7679,0,No,14,Low,0,3,0,1,4
Gen Z,0,Travel_Rarely,1469,Research & Development,Short Distance,College,Medical,Better,1336,Junior,Male,82,Staff,Laboratory Technician,Divorced,3816,17881,1,No,11,Medium,1,2,2,0,4
Millennials,0,Travel_Rarely,470,Research & Development,Short Distance,Master,Life Sciences,Good,1337,Junior,Male,84,Junior Supervisor,Manufacturing Director,Married,5957,23687,6,No,13,Medium,1,3,9,5,9
Millennials,0,Travel_Frequently,508,Research & Development,Short Distance,Master,Life Sciences,Good,1338,Junior,Male,72,Junior Supervisor,Manufacturing Director,Married,5321,14284,2,No,11,Medium,1,1,3,7,7
Gen Z,0,Travel_Rarely,1353,Sales,Short Distance,College,Other,Better,1339,Junior,Female,33,Junior Supervisor,Sales Executive,Married,4999,17519,0,No,21,Low,1,2,2,0,2
Gen Y,0,Travel_Rarely,136,Research & Development,Long Distance,Bachelor,Life Sciences,Better,1340,Junior,Male,32,Junior Manager,Research Director,Married,16328,22074,3,No,13,Medium,1,1,6,14,17
Gen Y,0,Travel_Rarely,1291,Research & Development,Medium Distance,College,Life Sciences,Better,1341,Junior,Male,65,Junior Manager,Research Director,Married,17603,3525,1,No,24,Medium,1,3,10,6,11
Millennials,0,Travel_Frequently,693,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1342,Junior,Male,57,Staff,Research Scientist,Divorced,2610,15748,1,No,11,High,3,2,2,0,3
Millennials,0,Travel_Rarely,211,Sales,Medium Distance,Bachelor,Life Sciences,Better,1343,Senior,Female,74,Senior Supervisor,Sales Executive,Single,8564,10092,2,Yes,20,Low,0,2,0,0,0
Gen Y,0,Non-Travel,256,Sales,Short Distance,College,Medical,Good,1344,Junior,Male,40,Junior Supervisor,Sales Executive,Single,6151,22074,1,No,13,Medium,0,4,2,11,9
Gen Y,0,Travel_Rarely,488,Sales,Short Distance,Bachelor,Technical Degree,Good,1345,Expert,Female,75,Junior Manager,Manager,Married,16872,14977,3,Yes,12,Medium,1,2,7,7,7
Gen Y,0,Travel_Rarely,1210,Research & Development,Short Distance,Bachelor,Medical,Good,1346,Junior,Male,68,Staff,Laboratory Technician,Married,4841,24052,4,No,14,Medium,1,3,0,0,0
Gen Z,0,Travel_Rarely,1082,Sales,Medium Distance,Bachelor,Technical Degree,Better,1347,Junior,Female,83,Junior Supervisor,Sales Executive,Single,6577,19558,0,No,11,Medium,0,6,4,4,4
Gen Y,0,Travel_Rarely,430,Research & Development,Short Distance,Master,Medical,Better,1348,Expert,Male,40,Senior Manager,Research Director,Divorced,19627,21445,9,No,17,Very High,2,0,2,2,2
Millennials,0,Travel_Rarely,430,Research & Development,Short Distance,Master,Other,Better,1349,Senior,Female,73,Junior Supervisor,Research Scientist,Married,6962,19573,4,Yes,22,High,1,2,0,0,0
Gen Z,0,Travel_Rarely,975,Research & Development,Short Distance,Bachelor,Medical,Good,1350,Junior,Female,55,Junior Supervisor,Healthcare Representative,Single,6811,23398,8,No,19,Medium,0,2,6,0,7
Millennials,0,Travel_Frequently,1316,Research & Development,Short Distance,College,Life Sciences,Better,1351,Junior,Female,38,Junior Supervisor,Research Scientist,Single,4998,2338,4,Yes,14,High,0,2,7,0,7
Gen Z,0,Travel_Rarely,546,Research & Development,Short Distance,Below College,Medical,Better,1352,Junior,Male,97,Staff,Research Scientist,Single,3117,26009,1,No,18,High,0,2,2,2,2
Gen Y,0,Travel_Rarely,896,Sales,Short Distance,Bachelor,Life Sciences,Better,1353,Senior,Female,75,Senior Supervisor,Manager,Single,13591,14674,3,Yes,18,High,0,3,0,0,0
Gen Z,1,Travel_Frequently,756,Sales,Short Distance,Below College,Technical Degree,Good,1354,Junior,Female,99,Staff,Sales Representative,Single,2174,9150,1,Yes,11,Medium,0,3,2,1,2
Millennials,0,Travel_Frequently,560,Research & Development,Short Distance,Master,Other,Better,1355,Mid-level,Male,91,Staff,Research Scientist,Divorced,2996,20284,5,No,14,Medium,2,2,3,1,3
Millennials,0,Travel_Frequently,566,Research & Development,Medium Distance,Master,Life Sciences,Better,1356,Junior,Male,81,Staff,Laboratory Technician,Married,3688,7122,4,No,18,High,2,2,0,0,0
Millennials,0,Travel_Frequently,303,Sales,Short Distance,Master,Marketing,Better,1357,Junior,Female,75,Staff,Sales Representative,Married,2231,11314,6,No,18,High,1,3,3,1,2
Millennials,0,Travel_Rarely,833,Research & Development,Medium Distance,Bachelor,Medical,Good,1358,Senior,Male,60,Junior Supervisor,Healthcare Representative,Married,5811,24539,3,Yes,16,High,1,2,0,1,0
Gen Z,1,Travel_Rarely,1357,Research & Development,Long Distance,Bachelor,Life Sciences,Good,1359,Junior,Male,48,Staff,Laboratory Technician,Single,2293,10558,1,No,12,Medium,0,2,0,0,1
Millennials,0,Travel_Frequently,148,Research & Development,Short Distance,Bachelor,Medical,Better,1360,Junior,Female,42,Staff,Laboratory Technician,Single,2440,23826,1,No,22,Medium,0,3,3,3,3
Gen Y,0,Travel_Rarely,969,Research & Development,Short Distance,College,Technical Degree,Better,1361,Mid-level,Male,76,Staff,Laboratory Technician,Single,2559,16620,5,No,11,High,0,4,0,0,0
Gen X,0,Travel_Rarely,1084,Research & Development,Medium Distance,College,Medical,Better,1362,Junior,Female,57,Junior Supervisor,Manufacturing Director,Divorced,4450,26250,1,No,11,Medium,2,3,2,1,3
Millennials,0,Travel_Rarely,1498,Sales,Long Distance,Master,Life Sciences,Better,1363,Junior,Male,44,Junior Supervisor,Sales Executive,Married,6120,3567,3,Yes,12,High,2,2,4,1,4
Millennials,0,Travel_Rarely,414,Sales,Short Distance,Master,Marketing,Good,1364,Junior,Male,82,Junior Supervisor,Sales Executive,Single,9907,26186,7,Yes,12,Medium,0,3,2,2,2
Millennials,0,Travel_Frequently,234,Research & Development,Short Distance,Master,Life Sciences,Good,1365,Junior,Male,93,Junior Supervisor,Laboratory Technician,Married,5346,6208,4,No,17,Medium,1,3,1,0,7
Millennials,0,Travel_Frequently,1394,Research & Development,Short Distance,Bachelor,Medical,Good,1366,Junior,Female,58,Junior Supervisor,Research Scientist,Divorced,2133,18115,1,Yes,16,High,1,3,11,0,7
Millennials,0,Travel_Rarely,1351,Research & Development,Short Distance,Master,Life Sciences,Good,1367,Mid-level,Male,45,Junior Supervisor,Research Scientist,Married,5484,13008,9,No,17,Medium,1,3,2,2,1
Millennials,0,Travel_Rarely,326,Sales,Short Distance,College,Life Sciences,Better,1368,Junior,Male,31,Senior Supervisor,Sales Executive,Divorced,10793,8386,1,No,18,Medium,1,5,7,9,9
Gen Z,0,Travel_Frequently,793,Sales,Short Distance,Below College,Life Sciences,Good,1369,Junior,Male,43,Junior Supervisor,Sales Executive,Single,5071,20392,3,No,20,High,0,3,2,0,0
Gen Y,0,Travel_Rarely,930,Sales,Short Distance,Bachelor,Marketing,Better,1370,Senior,Male,74,Senior Supervisor,Sales Executive,Divorced,10761,19239,4,Yes,12,Medium,1,2,4,0,2
Millennials,0,Travel_Frequently,1311,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1371,Junior,Male,100,Staff,Laboratory Technician,Married,2794,26062,1,No,20,Medium,0,3,1,0,3
Gen X,0,Travel_Rarely,1400,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1372,Veteran,Male,49,Senior Supervisor,Manufacturing Director,Single,7260,21698,4,No,11,High,0,3,4,0,2
Gen X,0,Travel_Rarely,1169,Research & Development,Short Distance,Master,Medical,Good,1373,Mid-level,Male,34,Junior Supervisor,Manufacturing Director,Married,6132,13983,2,No,17,Medium,0,2,0,0,0
Gen Y,0,Travel_Rarely,691,Research & Development,Short Distance,Bachelor,Medical,Better,1374,Expert,Male,64,Junior Manager,Research Director,Married,17639,6881,5,No,16,High,0,3,3,0,3
Gen Z,0,Travel_Rarely,950,Research & Development,Short Distance,Bachelor,Medical,Good,1375,Junior,Female,93,Senior Supervisor,Manufacturing Director,Divorced,7655,8039,0,No,17,Medium,3,3,7,1,7
Millennials,1,Travel_Frequently,827,Research & Development,Long Distance,Master,Medical,Better,1376,Junior,Female,54,Junior Supervisor,Research Scientist,Single,4508,3129,1,No,22,Medium,0,4,7,3,8
Gen Z,1,Travel_Rarely,906,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1377,Junior,Female,92,Staff,Research Scientist,Single,2404,11479,6,Yes,20,Medium,0,5,0,0,0
Gen Y,0,Travel_Rarely,549,Research & Development,Short Distance,College,Medical,Better,1378,Mid-level,Female,42,Junior Supervisor,Manufacturing Director,Single,5003,23371,6,No,14,High,0,6,2,2,1
Gen X,1,Travel_Rarely,723,Research & Development,Short Distance,Master,Medical,Good,1379,Junior,Male,85,Junior Supervisor,Research Scientist,Married,4941,17747,2,No,15,Medium,0,3,2,7,7
Gen Z,1,Travel_Frequently,1256,Research & Development,Short Distance,Master,Life Sciences,Good,1380,Junior,Male,48,Staff,Research Scientist,Married,2853,4223,0,Yes,11,High,1,5,0,0,0
Millennials,0,Travel_Rarely,1370,Research & Development,Long Distance,Master,Life Sciences,Better,1381,Mid-level,Male,49,Junior Supervisor,Manufacturing Director,Married,6883,5151,2,No,16,High,1,3,7,0,7
Gen Z,0,Travel_Rarely,1179,Research & Development,Medium Distance,Master,Medical,Good,1382,Junior,Male,78,Staff,Laboratory Technician,Married,3196,12449,1,No,12,Medium,3,2,5,3,3
Gen Z,0,Travel_Rarely,511,Sales,Short Distance,College,Medical,Better,1383,Junior,Female,89,Junior Supervisor,Sales Executive,Single,6500,26997,0,No,14,Medium,0,5,7,0,7
Gen Z,0,Travel_Rarely,1115,Research & Development,Short Distance,Master,Medical,Good,1384,Junior,Male,54,Staff,Research Scientist,Single,2045,15174,0,No,13,High,0,0,2,1,1
Gen Y,0,Travel_Frequently,1309,Sales,Short Distance,Below College,Medical,Better,1385,Junior,Male,99,Junior Supervisor,Sales Representative,Single,2976,25751,3,No,19,Medium,0,3,0,0,0
Gen Z,0,Travel_Rarely,486,Research & Development,Short Distance,Bachelor,Medical,Better,1386,Junior,Female,86,Staff,Research Scientist,Married,3517,22490,7,No,17,Medium,0,0,2,0,2
Gen Y,0,Non-Travel,489,Research & Development,Long Distance,Bachelor,Medical,Better,1387,Senior,Male,67,Junior Supervisor,Laboratory Technician,Married,2042,25043,4,No,12,Medium,1,3,2,1,2
Millennials,0,Non-Travel,1283,Sales,Short Distance,Bachelor,Marketing,Good,1388,Junior,Female,62,Junior Supervisor,Sales Executive,Single,5147,10697,8,No,15,High,0,2,7,1,7
Millennials,0,Travel_Rarely,931,Research & Development,Medium Distance,Bachelor,Medical,Better,1389,Junior,Female,72,Staff,Research Scientist,Married,2756,4673,1,No,13,High,1,5,7,1,6
Gen Z,0,Travel_Rarely,1083,Research & Development,Long Distance,Below College,Life Sciences,Good,1390,Junior,Male,96,Junior Supervisor,Manufacturing Director,Married,6549,3173,1,No,14,Medium,2,2,6,1,7
Millennials,0,Travel_Rarely,819,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1391,Mid-level,Male,44,Senior Supervisor,Manufacturing Director,Divorced,10274,19588,2,No,18,Medium,1,2,7,6,4
Millennials,0,Travel_Rarely,1402,Sales,Long Distance,Master,Life Sciences,Better,1392,Junior,Female,98,Staff,Sales Representative,Married,2430,26204,0,No,23,Medium,2,5,3,4,2
Gen Y,0,Travel_Rarely,1225,Sales,Short Distance,Master,Life Sciences,Better,1393,Expert,Female,47,Junior Manager,Manager,Divorced,15972,21086,6,No,14,Medium,3,2,2,1,2
Gen Y,0,Travel_Rarely,193,Research & Development,Short Distance,Master,Other,Better,1394,Senior,Male,52,Senior Supervisor,Research Director,Married,13245,15067,4,Yes,14,Medium,0,3,0,0,0
Millennials,0,Travel_Rarely,583,Research & Development,Long Distance,Master,Medical,Good,1395,Junior,Female,57,Senior Supervisor,Healthcare Representative,Divorced,10388,6975,1,Yes,11,High,1,3,10,10,1
Millennials,0,Travel_Rarely,1354,Research & Development,Short Distance,Bachelor,Medical,Good,1396,Junior,Female,45,Senior Supervisor,Manager,Single,11631,5615,2,No,12,Medium,0,6,10,5,8
Millennials,0,Non-Travel,1351,Research & Development,Short Distance,Master,Life Sciences,Better,1397,Junior,Male,66,Staff,Laboratory Technician,Married,2810,9238,1,No,22,Low,0,3,4,0,2
Gen Z,0,Travel_Rarely,1476,Sales,Short Distance,Below College,Medical,Better,1398,Junior,Female,42,Junior Supervisor,Sales Executive,Married,4162,15211,1,Yes,12,High,2,3,4,0,3
Millennials,0,Travel_Rarely,267,Research & Development,Long Distance,Bachelor,Medical,Better,1399,Junior,Male,79,Staff,Laboratory Technician,Married,2028,13637,1,No,18,Medium,3,6,11,2,13
Gen Z,1,Travel_Rarely,950,Sales,Short Distance,Master,Marketing,Good,1400,Junior,Male,48,Junior Supervisor,Sales Executive,Single,5828,8450,1,Yes,12,High,0,0,7,7,4
Millennials,0,Travel_Rarely,499,Sales,Short Distance,Below College,Marketing,Good,1401,Junior,Male,36,Junior Supervisor,Sales Executive,Married,4078,20497,0,Yes,13,Medium,3,3,2,1,2
Gen Y,0,Travel_Rarely,1273,Research & Development,Short Distance,College,Medical,Better,1402,Junior,Female,72,Staff,Research Scientist,Divorced,2645,21923,1,No,12,High,2,3,3,1,4
Millennials,0,Travel_Rarely,1346,Research & Development,Medium Distance,College,Medical,Better,1403,Junior,Male,93,Staff,Laboratory Technician,Divorced,2661,8758,0,No,11,High,1,2,2,1,2
Millennials,0,Travel_Rarely,124,Research & Development,Short Distance,Bachelor,Other,Good,1404,Junior,Female,35,Junior Supervisor,Healthcare Representative,Single,4107,13848,3,No,15,Medium,0,3,3,0,1
Millennials,0,Travel_Rarely,859,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1405,Junior,Female,98,Junior Supervisor,Manufacturing Director,Married,6162,19124,1,No,12,High,1,3,13,6,8
Millennials,0,Travel_Rarely,106,Human Resources,Short Distance,Bachelor,Human Resources,Good,1406,Mid-level,Male,62,Junior Supervisor,Human Resources,Married,6410,17822,3,No,12,Medium,0,1,2,1,0
Millennials,0,Non-Travel,530,Sales,Medium Distance,Bachelor,Life Sciences,Better,1407,Junior,Female,36,Junior Supervisor,Sales Executive,Divorced,5368,16130,1,Yes,25,High,1,2,5,1,2
Millennials,0,Travel_Rarely,1462,Sales,Short Distance,Bachelor,Medical,Better,1408,Junior,Male,38,Senior Supervisor,Sales Executive,Married,8237,4658,2,No,11,Medium,1,3,6,7,6
Gen Y,0,Travel_Rarely,1313,Sales,Medium Distance,Master,Marketing,Better,1409,Junior,Female,80,Junior Supervisor,Sales Executive,Single,4507,8191,3,No,12,High,0,1,1,0,4
Gen Z,0,Non-Travel,675,Research & Development,Short Distance,College,Life Sciences,Better,1410,Junior,Male,85,Junior Supervisor,Healthcare Representative,Divorced,4000,18384,1,No,12,Medium,2,2,3,1,5
Gen Z,0,Travel_Rarely,1334,Sales,Short Distance,College,Medical,Good,1411,Junior,Female,63,Junior Supervisor,Sales Executive,Divorced,5209,19760,1,Yes,12,Medium,3,4,8,2,7
Millennials,0,Travel_Rarely,1440,Sales,Short Distance,College,Technical Degree,Better,1412,Junior,Male,55,Staff,Sales Representative,Married,2308,4944,0,Yes,25,Medium,1,4,10,5,7
Millennials,0,Travel_Rarely,492,Research & Development,Medium Distance,Bachelor,Medical,Better,1413,Junior,Male,66,Junior Supervisor,Manufacturing Director,Married,5295,7693,4,No,21,High,0,3,4,1,0
Gen Z,1,Travel_Frequently,1009,Research & Development,Short Distance,Bachelor,Medical,Good,1414,Junior,Male,45,Staff,Laboratory Technician,Divorced,2596,7160,1,No,15,Low,2,2,0,0,0
Gen Y,0,Travel_Rarely,1224,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1415,Mid-level,Male,91,Senior Manager,Research Director,Married,19665,13583,4,No,12,High,0,3,10,12,9
Millennials,0,Travel_Rarely,672,Research & Development,Long Distance,Bachelor,Technical Degree,Good,1416,Junior,Male,78,Senior Supervisor,Manufacturing Director,Married,10903,9129,3,No,16,Medium,0,2,10,4,8
Gen Y,0,Travel_Rarely,918,Sales,Short Distance,Bachelor,Marketing,Better,1417,Junior,Male,35,Senior Supervisor,Sales Executive,Single,9241,15869,1,No,12,High,0,3,8,8,7
Millennials,0,Travel_Rarely,654,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1418,Mid-level,Male,34,Senior Supervisor,Healthcare Representative,Divorced,7119,21214,4,No,15,High,1,2,2,1,2
Gen Z,0,Travel_Rarely,570,Sales,Short Distance,Bachelor,Marketing,Good,1419,Junior,Female,30,Junior Supervisor,Sales Executive,Divorced,6118,5431,1,No,13,High,3,2,9,1,2
Gen Z,0,Non-Travel,1092,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1420,Junior,Male,60,Staff,Laboratory Technician,Divorced,2694,26551,1,No,11,Medium,3,4,0,0,0
Gen Y,0,Non-Travel,805,Research & Development,Short Distance,College,Life Sciences,Good,1421,Junior,Male,57,Junior Supervisor,Laboratory Technician,Married,4447,23163,1,No,12,Medium,0,5,7,0,8
Gen Z,0,Travel_Rarely,959,Sales,Long Distance,Bachelor,Life Sciences,Good,1422,Junior,Male,41,Junior Supervisor,Sales Executive,Married,8639,24835,2,No,18,Medium,0,3,2,2,2
Millennials,0,Travel_Rarely,1214,Research & Development,Short Distance,Bachelor,Medical,Good,1423,Junior,Male,30,Staff,Research Scientist,Single,2859,26278,1,No,18,Medium,0,3,4,0,4
Gen Y,0,Travel_Rarely,1469,Research & Development,Medium Distance,Master,Medical,Good,1424,Senior,Male,51,Staff,Research Scientist,Married,2259,5543,4,No,17,Medium,2,2,0,0,0
Millennials,0,Travel_Rarely,898,Human Resources,Short Distance,College,Medical,Better,1425,Junior,Male,38,Junior Manager,Manager,Single,16437,17381,1,Yes,21,High,0,2,7,7,7
Gen X,0,Travel_Rarely,1282,Research & Development,Short Distance,Bachelor,Other,Good,1426,Senior,Female,58,Senior Manager,Manager,Divorced,19094,10735,4,No,11,High,1,3,13,4,8
Millennials,0,Travel_Rarely,154,Sales,Short Distance,Master,Life Sciences,Better,1427,Mid-level,Male,41,Staff,Sales Representative,Married,2329,11737,3,No,15,Medium,0,2,7,5,2
Millennials,0,Non-Travel,208,Research & Development,Short Distance,Master,Life Sciences,Better,1428,Junior,Female,52,Junior Supervisor,Healthcare Representative,Married,4148,12250,1,No,12,High,1,5,11,2,9
Gen X,0,Travel_Rarely,848,Research & Development,Long Distance,Master,Life Sciences,Better,1429,Junior,Male,88,Staff,Research Scientist,Divorced,2372,26076,1,No,12,Medium,2,3,2,2,2
Millennials,0,Travel_Rarely,1206,Research & Development,Short Distance,College,Life Sciences,Better,1430,Junior,Male,71,Staff,Research Scientist,Divorced,4771,14293,2,No,19,High,2,0,2,0,3
Millennials,1,Travel_Frequently,703,Sales,Short Distance,Bachelor,Life Sciences,Better,1431,Junior,Female,90,Staff,Sales Representative,Single,2785,11882,7,No,14,High,0,3,0,0,0
Millennials,0,Travel_Rarely,903,Sales,Short Distance,Doctor,Life Sciences,Better,1432,Junior,Male,41,Senior Supervisor,Sales Executive,Single,7880,2560,0,No,18,Medium,0,3,7,0,7
Gen X,0,Travel_Rarely,1469,Research & Development,Short Distance,Master,Life Sciences,Good,1433,Mid-level,Male,81,Senior Supervisor,Research Director,Married,12490,15736,5,No,16,Medium,2,5,9,4,7
Gen Y,0,Travel_Frequently,1018,Sales,Short Distance,Bachelor,Marketing,Better,1434,Junior,Female,66,Junior Supervisor,Sales Executive,Divorced,4103,4297,0,No,17,Medium,1,2,3,1,7
Gen Z,0,Travel_Frequently,490,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1435,Junior,Female,61,Staff,Research Scientist,Divorced,3291,17940,0,No,14,High,2,2,5,1,1
Gen X,1,Travel_Frequently,781,Research & Development,Short Distance,Below College,Life Sciences,Good,1436,Junior,Male,57,Staff,Laboratory Technician,Divorced,2380,13384,9,Yes,14,Very High,1,3,0,0,0
